OrganizationIdentifier,OrganizationFormalName,ActivityMediaName,ActivityStartDate,MonitoringLocationIdentifier,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ResultCommentTest,ProviderName
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/15/2016,21NEB001_WQX-LBB1BIGIND02,Microcystin,3.46,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/22/2016,21NEB001_WQX-LBB1BIGIND02,Microcystin,1.38,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/29/2016,21NEB001_WQX-LBB1BIGIND02,Microcystin,10.55,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/5/2016,21NEB001_WQX-LBB1BIGIND02,Microcystin,35,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/12/2016,21NEB001_WQX-LBB1BIGIND02,Microcystin,32.34,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/19/2016,21NEB001_WQX-LBB1BIGIND02,Microcystin,4.5,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/26/2016,21NEB001_WQX-LBB1BIGIND02,Microcystin,13.93,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/1/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,3.99,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/8/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,4.25,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/15/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.29,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/22/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.19,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/29/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.89,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/5/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/12/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.25,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/19/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,11.41,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/26/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.19,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/3/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/10/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/17/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.49,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/24/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,5.13,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/31/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,10.29,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/7/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.98,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/14/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,2.96,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/21/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,3.21,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/28/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,2.08,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/4/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.95,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/11/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.53,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/18/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,0.72,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/25/2017,21NEB001_WQX-LBB1BIGIND02,Microcystin,1.95,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0.24,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0.34,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0.44,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/2/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/9/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/16/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/23/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/30/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/6/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/13/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/20/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/27/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/4/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/11/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/18/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/25/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/1/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/8/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/15/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/22/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/29/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0.21,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/5/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/12/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/19/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/26/2016,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/1/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0.15,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/8/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/15/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/22/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/29/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/5/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/12/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/19/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/26/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/3/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/10/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/17/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/24/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/31/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/7/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/14/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/21/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/28/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/4/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/11/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/18/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/25/2017,21NEB001_WQX-LBB1CUBCRK11,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/4/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/11/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/18/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/25/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.24,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/1/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,1.25,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/8/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/15/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/22/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/29/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/6/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/13/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,2.34,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/20/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,11.1,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/27/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/3/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,16.31,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/10/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,8.57,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/17/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,2.5,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/24/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,4.55,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/31/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/7/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,2.37,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/14/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,12.88,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/21/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,24.15,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/28/2015,21NEB001_WQX-LBB1ROCKFD36,Microcystin,21.28,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/2/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/9/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.2,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/16/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/23/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/30/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/6/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.38,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/13/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/20/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,3.59,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/27/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,16.73,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/4/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,2.2,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/11/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,3.19,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/18/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,1.61,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/25/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,2.3,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/1/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,3.81,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/8/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,9.87,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/15/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,18.06,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/22/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,7.56,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/29/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,35,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/5/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,9.59,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/12/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,11.06,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/19/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,24.43,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/26/2016,21NEB001_WQX-LBB1ROCKFD36,Microcystin,10.57,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/1/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.56,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/8/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.35,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/15/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.21,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/22/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.19,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,5/29/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.27,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/5/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,2.06,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/12/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,2.51,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/19/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,11.69,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,6/26/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,21.42,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/3/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,12.18,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/10/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,1.76,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/17/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,1.14,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/24/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,1.37,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,7/31/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,1.36,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/7/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.93,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/14/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,4.06,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/21/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.98,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,8/28/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,3.35,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/4/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,5.6,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/11/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,0.89,ug/l,,DEQ.NE.GOV
21NEB001_WQX,Nebraska Dept. of Environmental Quality,Water,9/18/2017,21NEB001_WQX-LBB1ROCKFD36,Microcystin,4.51,ug/l,,DEQ.NE.GOV
